province,aquaculture_type,year,hectares,ton,tons_per_ha
Kalimantan Selatan,marine culture,2006,272,2421,8.900735294117647
Kalimantan Selatan,marine culture,2007,259,6065,23.416988416988417
Kalimantan Selatan,marine culture,2008,161,3762,23.366459627329192
Kalimantan Selatan,marine culture,2009,161,1833,11.385093167701863
Kalimantan Selatan,marine culture,2010,123,1502,12.211382113821138
Kalimantan Selatan,marine culture,2011,123,2303,18.723577235772357
Kalimantan Selatan,marine culture,2012,123,2726,22.16260162601626
Kalimantan Selatan,marine culture,2013,123,2426,19.723577235772357
Kalimantan Selatan,marine culture,2014,224,2706,12.080357142857142
Kalimantan Selatan,marine culture,2015,224,486,2.169642857142857
Kalimantan Selatan,nets step,2e3,NA,NA,NA
Kalimantan Selatan,nets step,2001,NA,NA,NA
Kalimantan Selatan,nets step,2002,NA,NA,NA
Kalimantan Selatan,nets step,2003,NA,NA,NA
Kalimantan Selatan,nets step,2004,NA,NA,NA
Kalimantan Selatan,nets step,2005,NA,NA,NA
Kalimantan Selatan,nets step,2006,NA,NA,NA
Kalimantan Selatan,nets step,2007,NA,NA,NA
Kalimantan Selatan,nets step,2008,NA,NA,NA
Kalimantan Selatan,nets step,2009,NA,NA,NA
Kalimantan Selatan,nets step,2010,NA,NA,NA
Kalimantan Selatan,nets step,2011,NA,NA,NA
Kalimantan Selatan,nets step,2012,NA,NA,NA
Kalimantan Selatan,nets step,2013,NA,NA,NA
Kalimantan Selatan,nets step,2014,0,2489,Inf
Kalimantan Selatan,nets step,2015,0,1112,Inf
Kalimantan Selatan,paddy field,2e3,NA,125,NA
Kalimantan Selatan,paddy field,2001,NA,185,NA
Kalimantan Selatan,paddy field,2002,NA,127,NA
Kalimantan Selatan,paddy field,2003,NA,135,NA
Kalimantan Selatan,paddy field,2004,NA,105,NA
Kalimantan Selatan,paddy field,2005,259,117,0.4517374517374517
Kalimantan Selatan,paddy field,2006,174,113,0.6494252873563219
Kalimantan Selatan,paddy field,2007,185,265,1.4324324324324325
Kalimantan Selatan,paddy field,2008,151,263,1.7417218543046358
Kalimantan Selatan,paddy field,2009,219,443,2.0228310502283104
Kalimantan Selatan,paddy field,2010,168,288,1.7142857142857142
Kalimantan Selatan,paddy field,2011,156,256,1.641025641025641
Kalimantan Selatan,paddy field,2012,211,189,0.8957345971563981
Kalimantan Selatan,paddy field,2013,211,331,1.5687203791469195
Kalimantan Selatan,paddy field,2014,211,730,3.4597156398104265
Kalimantan Selatan,paddy field,2015,211,665,3.1516587677725116
Kalimantan Selatan,total,2e3,NA,162107,NA
Kalimantan Selatan,total,2001,NA,164617,NA
Kalimantan Selatan,total,2002,NA,169354,NA
Kalimantan Selatan,total,2003,NA,174628,NA
Kalimantan Selatan,total,2004,NA,13791,NA
Kalimantan Selatan,total,2005,10283,13725,1.3347272196829718
Kalimantan Selatan,total,2006,9247,15009,1.6231210122201796
Kalimantan Selatan,total,2007,10364,22564,2.17715167888846
Kalimantan Selatan,total,2008,14044,25322,1.8030475647963544
Kalimantan Selatan,total,2009,15120,46043,3.0451719576719576
Kalimantan Selatan,total,2010,14579,NA,NA
Kalimantan Selatan,total,2011,15525,76903,4.953494363929146
Kalimantan Selatan,total,2012,15827,91029,5.751500600240096
Kalimantan Selatan,total,2013,18445,96646,5.239685551640011
Kalimantan Selatan,total,2014,18860,118256,6.270201484623542
Kalimantan Selatan,total,2015,18877,127152,6.7358160724691425
Kalimantan Tengah,brackish pond,2e3,NA,33,NA
Kalimantan Tengah,brackish pond,2001,NA,350,NA
Kalimantan Tengah,brackish pond,2002,NA,2831,NA
Kalimantan Tengah,brackish pond,2003,NA,4215,NA
Kalimantan Tengah,brackish pond,2004,NA,1836,NA
Kalimantan Tengah,brackish pond,2005,1872,1808,0.9658119658119658
Kalimantan Tengah,brackish pond,2006,23802,1244,0.05226451558692547
Kalimantan Tengah,brackish pond,2007,804,1085,1.349502487562189
Kalimantan Tengah,brackish pond,2008,6369,1314,0.20631182289213376
Kalimantan Tengah,brackish pond,2009,1279,2377,1.8584831899921814
Kalimantan Tengah,brackish pond,2010,3415,4031,1.180380673499268
Kalimantan Tengah,brackish pond,2011,4780,5224,1.092887029288703
Kalimantan Tengah,brackish pond,2012,5217,6394,1.225608587310715
Kalimantan Tengah,brackish pond,2013,5142,9244,1.7977440684558537
Kalimantan Tengah,brackish pond,2014,5977,10745,1.7977246110088674
Kalimantan Tengah,brackish pond,2015,6156,11693,1.8994476933073425
Kalimantan Tengah,cage,2e3,NA,1558,NA
Kalimantan Tengah,cage,2001,NA,1470,NA
Kalimantan Tengah,cage,2002,NA,1721,NA
Kalimantan Tengah,cage,2003,NA,1391,NA
Kalimantan Tengah,cage,2004,NA,2112,NA
Kalimantan Tengah,cage,2005,6,3359,559.8333333333334
Kalimantan Tengah,cage,2006,22,3751,170.5
Kalimantan Tengah,cage,2007,59,4285,72.62711864406779
Kalimantan Tengah,cage,2008,42,5030,119.76190476190476
Kalimantan Tengah,cage,2009,134,7254,54.134328358208954
Kalimantan Tengah,cage,2010,270,11228,41.58518518518518
Kalimantan Tengah,cage,2011,242,13634,56.33884297520661
Kalimantan Tengah,cage,2012,264,16802,63.64393939393939
Kalimantan Tengah,cage,2013,35,22954,655.8285714285714
Kalimantan Tengah,cage,2014,41,26395,643.780487804878
Kalimantan Tengah,cage,2015,427,27724,64.92740046838408
Kalimantan Tengah,floating cage,2e3,NA,NA,NA
Kalimantan Tengah,floating cage,2001,NA,NA,NA
Kalimantan Tengah,floating cage,2002,NA,NA,NA
Kalimantan Tengah,floating cage,2003,NA,NA,NA
Kalimantan Tengah,floating cage,2004,NA,NA,NA
Kalimantan Tengah,floating cage,2005,NA,NA,NA
Kalimantan Tengah,floating cage,2006,NA,NA,NA
Kalimantan Tengah,floating cage,2007,2,32,16
Kalimantan Tengah,floating cage,2008,3,49,16.333333333333332
Kalimantan Tengah,floating cage,2009,18,165,9.166666666666666
Kalimantan Tengah,floating cage,2010,35,294,8.4
Kalimantan Tengah,floating cage,2011,3,258,86
Kalimantan Tengah,floating cage,2012,6,965,160.83333333333334
Kalimantan Tengah,floating cage,2013,1,863,863
Kalimantan Tengah,floating cage,2014,1,585,585
Kalimantan Tengah,floating cage,2015,8,346,43.25
Kalimantan Tengah,freshwater pond,2e3,NA,1419,NA
Kalimantan Tengah,freshwater pond,2001,NA,1216,NA
Kalimantan Tengah,freshwater pond,2002,NA,553,NA
Kalimantan Tengah,freshwater pond,2003,NA,1310,NA
Kalimantan Tengah,freshwater pond,2004,NA,547,NA
Kalimantan Tengah,freshwater pond,2005,325,863,2.6553846153846155
Kalimantan Tengah,freshwater pond,2006,269,857,3.1858736059479553
Kalimantan Tengah,freshwater pond,2007,228,979,4.293859649122807
Kalimantan Tengah,freshwater pond,2008,359,2200,6.128133704735376
Kalimantan Tengah,freshwater pond,2009,380,5161,13.58157894736842
Kalimantan Tengah,freshwater pond,2010,790,8706,11.020253164556962
Kalimantan Tengah,freshwater pond,2011,989,12505,12.644084934277048
Kalimantan Tengah,freshwater pond,2012,1210,18184,15.028099173553718
Kalimantan Tengah,freshwater pond,2013,1434,21448,14.956764295676429
Kalimantan Tengah,freshwater pond,2014,1523,22784,14.95994747209455
Kalimantan Tengah,freshwater pond,2015,1630,29202,17.915337423312884
Kalimantan Tengah,marine culture,2e3,NA,NA,NA
Kalimantan Tengah,marine culture,2001,NA,NA,NA
Kalimantan Tengah,marine culture,2002,NA,NA,NA
Kalimantan Tengah,marine culture,2003,NA,NA,NA
Kalimantan Tengah,marine culture,2004,NA,NA,NA
Kalimantan Tengah,marine culture,2005,NA,NA,NA
Kalimantan Tengah,marine culture,2006,NA,NA,NA
Kalimantan Tengah,marine culture,2007,4,36,9
Kalimantan Tengah,marine culture,2008,4,30,7.5
Kalimantan Tengah,marine culture,2009,22,31,1.4090909090909092
Kalimantan Tengah,marine culture,2010,25,300,12
Kalimantan Tengah,marine culture,2011,10,149,14.9
Kalimantan Tengah,marine culture,2012,15,230,15.333333333333334
Kalimantan Tengah,marine culture,2013,5,88,17.6
Kalimantan Tengah,marine culture,2014,15,339,22.6
Kalimantan Tengah,marine culture,2015,15,364,24.266666666666666
Kalimantan Tengah,nets step,2e3,NA,NA,NA
Kalimantan Tengah,nets step,2001,NA,NA,NA
Kalimantan Tengah,nets step,2002,NA,NA,NA
Kalimantan Tengah,nets step,2003,NA,NA,NA
Kalimantan Tengah,nets step,2004,NA,NA,NA
Kalimantan Tengah,nets step,2005,NA,NA,NA
Kalimantan Tengah,nets step,2006,NA,NA,NA
Kalimantan Tengah,nets step,2007,NA,NA,NA
Kalimantan Tengah,nets step,2008,NA,NA,NA
Kalimantan Tengah,nets step,2009,NA,NA,NA
Kalimantan Tengah,nets step,2010,NA,NA,NA
Kalimantan Tengah,nets step,2011,NA,NA,NA
Kalimantan Tengah,nets step,2012,NA,NA,NA
Kalimantan Tengah,nets step,2013,NA,NA,NA
Kalimantan Tengah,nets step,2014,NA,NA,NA
Kalimantan Tengah,nets step,2015,NA,NA,NA
Kalimantan Tengah,paddy field,2e3,NA,72,NA
Kalimantan Tengah,paddy field,2001,NA,NA,NA
Kalimantan Tengah,paddy field,2002,NA,NA,NA
Kalimantan Tengah,paddy field,2003,NA,91,NA
Kalimantan Tengah,paddy field,2004,NA,81,NA
Kalimantan Tengah,paddy field,2005,137,129,0.9416058394160584
Kalimantan Tengah,paddy field,2006,123,665,5.40650406504065
Kalimantan Tengah,paddy field,2007,NA,NA,NA
Kalimantan Tengah,paddy field,2008,NA,NA,NA
Kalimantan Tengah,paddy field,2009,120,NA,NA
Kalimantan Tengah,paddy field,2010,271,175,0.6457564575645757
Kalimantan Tengah,paddy field,2011,3,2,0.6666666666666666
Kalimantan Tengah,paddy field,2012,15,4,0.26666666666666666
Kalimantan Tengah,paddy field,2013,15,3,0.2
Kalimantan Tengah,paddy field,2014,NA,NA,NA
Kalimantan Tengah,paddy field,2015,NA,NA,NA
Kalimantan Tengah,total,2e3,NA,91339,NA
Kalimantan Tengah,total,2001,NA,93707,NA
Kalimantan Tengah,total,2002,NA,95278,NA
Kalimantan Tengah,total,2003,NA,78751,NA
Kalimantan Tengah,total,2004,NA,4576,NA
Kalimantan Tengah,total,2005,2340,6159,2.632051282051282
Kalimantan Tengah,total,2006,24216,6517,0.2691195903534853
Kalimantan Tengah,total,2007,1097,6417,5.8495897903372835
Kalimantan Tengah,total,2008,6778,8624,1.2723517261729123
Kalimantan Tengah,total,2009,1952,14988,7.67827868852459
Kalimantan Tengah,total,2010,4805,NA,NA
Kalimantan Tengah,total,2011,6027,31772,5.271611083457773
Kalimantan Tengah,total,2012,6727,42579,6.329567414895198
Kalimantan Tengah,total,2013,6633,54600,8.231569425599277
Kalimantan Tengah,total,2014,7556,60849,8.05307040762308
Kalimantan Tengah,total,2015,8236,69330,8.417921321029626
Kalimantan Timur,brackish pond,2e3,NA,11694,NA
Kalimantan Timur,brackish pond,2001,NA,15787,NA
Kalimantan Timur,brackish pond,2002,NA,23231,NA
Kalimantan Timur,brackish pond,2003,NA,20929,NA
Kalimantan Timur,brackish pond,2004,NA,25744,NA
Kalimantan Timur,brackish pond,2005,49720,26978,0.5425985518905873
Kalimantan Timur,brackish pond,2006,96611,21828,0.2259370051029386
Kalimantan Timur,brackish pond,2007,51967,31720,0.6103873612099987
Kalimantan Timur,brackish pond,2008,103625,33196,0.3203474065138721
Kalimantan Timur,brackish pond,2009,180068,31333,0.1740064864384566
Kalimantan Timur,brackish pond,2010,175345,53517,0.3052097293906299
Kalimantan Timur,brackish pond,2011,249176,51164,0.20533277683243972
Kalimantan Timur,brackish pond,2012,169298,60557,0.35769471582653073
Kalimantan Timur,brackish pond,2013,163182,54208,0.33219350173425993
Kalimantan Timur,brackish pond,2014,153833,52572,0.3417472193872576
Kalimantan Timur,brackish pond,2015,113053,38792,0.343131097803685
Kalimantan Timur,cage,2e3,NA,6395,NA
Kalimantan Timur,cage,2001,NA,7068,NA
Kalimantan Timur,cage,2002,NA,6970,NA
Kalimantan Timur,cage,2003,NA,2087,NA
Kalimantan Timur,cage,2004,NA,16532,NA
Kalimantan Timur,cage,2005,3,18627,6209
Kalimantan Timur,cage,2006,70,12239,174.84285714285716
Kalimantan Timur,cage,2007,95,23216,244.37894736842105
Kalimantan Timur,cage,2008,12,24067,2005.5833333333333
Kalimantan Timur,cage,2009,4,31869,7967.25
Kalimantan Timur,cage,2010,4,35905,8976.25
Kalimantan Timur,cage,2011,5,35103,7020.6
Kalimantan Timur,cage,2012,2,32288,16144
Kalimantan Timur,cage,2013,2,32156,16078
Kalimantan Timur,cage,2014,1,32784,32784
Kalimantan Timur,cage,2015,2,29746,14873
Kalimantan Timur,floating cage,2e3,NA,NA,NA
Kalimantan Timur,floating cage,2001,NA,NA,NA
Kalimantan Timur,floating cage,2002,NA,NA,NA
Kalimantan Timur,floating cage,2003,NA,NA,NA
Kalimantan Timur,floating cage,2004,NA,NA,NA
Kalimantan Timur,floating cage,2005,NA,NA,NA
Kalimantan Timur,floating cage,2006,NA,NA,NA
Kalimantan Timur,floating cage,2007,7,49,7
Kalimantan Timur,floating cage,2008,NA,9,NA
Kalimantan Timur,floating cage,2009,0,4,Inf
Kalimantan Timur,floating cage,2010,0,NA,NA
Kalimantan Timur,floating cage,2011,NA,NA,NA
Kalimantan Timur,floating cage,2012,NA,NA,NA
Kalimantan Timur,floating cage,2013,0,61,Inf
Kalimantan Timur,floating cage,2014,0,3,Inf
Kalimantan Timur,floating cage,2015,0,1,Inf
Kalimantan Timur,freshwater pond,2e3,NA,679,NA
Kalimantan Timur,freshwater pond,2001,NA,797,NA
Kalimantan Timur,freshwater pond,2002,NA,236,NA
Kalimantan Timur,freshwater pond,2003,NA,277,NA
Kalimantan Timur,freshwater pond,2004,NA,330,NA
Kalimantan Timur,freshwater pond,2005,561,567,1.0106951871657754
Kalimantan Timur,freshwater pond,2006,4077,986,0.24184449350012263
Kalimantan Timur,freshwater pond,2007,4847,5079,1.0478646585516815
Kalimantan Timur,freshwater pond,2008,6366,2120,0.333019164310399
Kalimantan Timur,freshwater pond,2009,5965,1808,0.3031014249790444
Kalimantan Timur,freshwater pond,2010,4839,2060,0.4257077908658814
Kalimantan Timur,freshwater pond,2011,2299,2214,0.9630274032187908
Kalimantan Timur,freshwater pond,2012,2405,2720,1.130977130977131
Kalimantan Timur,freshwater pond,2013,2469,3087,1.2503037667071688
Kalimantan Timur,freshwater pond,2014,8916,3680,0.4127411395244504
Kalimantan Timur,freshwater pond,2015,8340,2641,0.31666666666666665
Kalimantan Timur,marine culture,2e3,NA,NA,NA
Kalimantan Timur,marine culture,2001,NA,NA,NA
Kalimantan Timur,marine culture,2002,NA,NA,NA
Kalimantan Timur,marine culture,2003,NA,NA,NA
Kalimantan Timur,marine culture,2004,NA,56,NA
Kalimantan Timur,marine culture,2005,26,81,3.1153846153846154
Kalimantan Timur,marine culture,2006,90,1743,19.366666666666667
Kalimantan Timur,marine culture,2007,492,18464,37.52845528455285
Kalimantan Timur,marine culture,2008,266,6006,22.57894736842105
Kalimantan Timur,marine culture,2009,378,7597,20.097883597883598
Kalimantan Timur,marine culture,2010,4909,55995,11.406600122224486
Kalimantan Timur,marine culture,2011,6503,83216,12.796555435952637
Kalimantan Timur,marine culture,2012,6318,195530,30.948084836973727
Kalimantan Timur,marine culture,2013,7661,249746,32.59966061871818
Kalimantan Timur,marine culture,2014,8285,321128,38.76016898008449
Kalimantan Timur,marine culture,2015,1953,22128,11.33026113671275
Kalimantan Timur,nets step,2e3,NA,NA,NA
Kalimantan Timur,nets step,2001,NA,NA,NA
Kalimantan Timur,nets step,2002,NA,NA,NA
Kalimantan Timur,nets step,2003,NA,NA,NA
Kalimantan Timur,nets step,2004,NA,NA,NA
Kalimantan Timur,nets step,2005,NA,NA,NA
Kalimantan Timur,nets step,2006,NA,NA,NA
Kalimantan Timur,nets step,2007,NA,NA,NA
Kalimantan Timur,nets step,2008,NA,NA,NA
Kalimantan Timur,nets step,2009,NA,NA,NA
Kalimantan Timur,nets step,2010,NA,NA,NA
Kalimantan Timur,nets step,2011,NA,NA,NA
Kalimantan Timur,nets step,2012,NA,NA,NA
Kalimantan Timur,nets step,2013,NA,NA,NA
Kalimantan Timur,nets step,2014,NA,NA,NA
Kalimantan Timur,nets step,2015,NA,NA,NA
Kalimantan Timur,paddy field,2e3,NA,NA,NA
Kalimantan Timur,paddy field,2001,NA,NA,NA
Kalimantan Timur,paddy field,2002,NA,NA,NA
Kalimantan Timur,paddy field,2003,NA,NA,NA
Kalimantan Timur,paddy field,2004,NA,NA,NA
Kalimantan Timur,paddy field,2005,NA,NA,NA
Kalimantan Timur,paddy field,2006,NA,NA,NA
Kalimantan Timur,paddy field,2007,NA,NA,NA
Kalimantan Timur,paddy field,2008,NA,NA,NA
Kalimantan Timur,paddy field,2009,NA,NA,NA
Kalimantan Timur,paddy field,2010,34,27,0.7941176470588235
Kalimantan Timur,paddy field,2011,69,21,0.30434782608695654
Kalimantan Timur,paddy field,2012,74,18,0.24324324324324326
Kalimantan Timur,paddy field,2013,74,22,0.2972972972972973
Kalimantan Timur,paddy field,2014,84,434,5.166666666666667
Kalimantan Timur,paddy field,2015,20,8,0.4
Kalimantan Timur,total,2e3,NA,121101,NA
Kalimantan Timur,total,2001,NA,134227,NA
Kalimantan Timur,total,2002,NA,134149,NA
Kalimantan Timur,total,2003,NA,136856,NA
Kalimantan Timur,total,2004,NA,42662,NA
Kalimantan Timur,total,2005,50310,46253,0.9193599681971775
Kalimantan Timur,total,2006,100848,36796,0.36486593685546564
Kalimantan Timur,total,2007,57408,78527,1.3678755574136008
Kalimantan Timur,total,2008,110268,65397,0.5930732397431712
Kalimantan Timur,total,2009,186415,72611,0.38951264651449724
Kalimantan Timur,total,2010,185130,147504,0.7967590341921893
Kalimantan Timur,total,2011,258052,171718,0.6654395238169051
Kalimantan Timur,total,2012,178097,291112,1.6345699253777435
Kalimantan Timur,total,2013,173388,339279,1.9567617136133988
Kalimantan Timur,total,2014,171119,410600,2.3994997633226
Kalimantan Timur,total,2015,123368,93315,0.7563954996433435
Kalimantan Utara,brackish pond,2e3,NA,NA,NA
Kalimantan Utara,brackish pond,2001,NA,NA,NA
Kalimantan Utara,brackish pond,2002,NA,NA,NA
Kalimantan Utara,brackish pond,2003,NA,NA,NA
Kalimantan Utara,brackish pond,2004,NA,NA,NA
Kalimantan Utara,brackish pond,2005,NA,NA,NA
Kalimantan Utara,brackish pond,2006,NA,NA,NA
Kalimantan Utara,brackish pond,2007,NA,NA,NA
Kalimantan Utara,brackish pond,2008,NA,NA,NA
Kalimantan Utara,brackish pond,2009,NA,NA,NA
Kalimantan Utara,brackish pond,2010,NA,NA,NA
Kalimantan Utara,brackish pond,2011,NA,NA,NA
Kalimantan Utara,brackish pond,2012,NA,NA,NA
Kalimantan Utara,brackish pond,2013,NA,NA,NA
Kalimantan Utara,brackish pond,2014,NA,NA,NA
Kalimantan Utara,brackish pond,2015,78805,5366,0.06809212613412854
Kalimantan Utara,cage,2e3,NA,NA,NA
Kalimantan Utara,cage,2001,NA,NA,NA
Kalimantan Utara,cage,2002,NA,NA,NA
Kalimantan Utara,cage,2003,NA,NA,NA
Kalimantan Utara,cage,2004,NA,NA,NA
Kalimantan Utara,cage,2005,NA,NA,NA
Kalimantan Utara,cage,2006,NA,NA,NA
Kalimantan Utara,cage,2007,NA,NA,NA
Kalimantan Utara,cage,2008,NA,NA,NA
Kalimantan Utara,cage,2009,NA,NA,NA
Kalimantan Utara,cage,2010,NA,NA,NA
Kalimantan Utara,cage,2011,NA,NA,NA
Kalimantan Utara,cage,2012,NA,NA,NA
Kalimantan Utara,cage,2013,NA,NA,NA
Kalimantan Utara,cage,2014,NA,NA,NA
Kalimantan Utara,cage,2015,NA,NA,NA
Kalimantan Utara,floating cage,2e3,NA,NA,NA
Kalimantan Utara,floating cage,2001,NA,NA,NA
Kalimantan Utara,floating cage,2002,NA,NA,NA
Kalimantan Utara,floating cage,2003,NA,NA,NA
Kalimantan Utara,floating cage,2004,NA,NA,NA
Kalimantan Utara,floating cage,2005,NA,NA,NA
Kalimantan Utara,floating cage,2006,NA,NA,NA
Kalimantan Utara,floating cage,2007,NA,NA,NA
Kalimantan Utara,floating cage,2008,NA,NA,NA
Kalimantan Utara,floating cage,2009,NA,NA,NA
Kalimantan Utara,floating cage,2010,NA,NA,NA
Kalimantan Utara,floating cage,2011,NA,NA,NA
Kalimantan Utara,floating cage,2012,NA,NA,NA
Kalimantan Utara,floating cage,2013,NA,NA,NA
Kalimantan Utara,floating cage,2014,NA,NA,NA
Kalimantan Utara,floating cage,2015,NA,NA,NA
Kalimantan Utara,freshwater pond,2e3,NA,NA,NA
Kalimantan Utara,freshwater pond,2001,NA,NA,NA
Kalimantan Utara,freshwater pond,2002,NA,NA,NA
Kalimantan Utara,freshwater pond,2003,NA,NA,NA
Kalimantan Utara,freshwater pond,2004,NA,NA,NA
Kalimantan Utara,freshwater pond,2005,NA,NA,NA
Kalimantan Utara,freshwater pond,2006,NA,NA,NA
Kalimantan Utara,freshwater pond,2007,NA,NA,NA
Kalimantan Utara,freshwater pond,2008,NA,NA,NA
Kalimantan Utara,freshwater pond,2009,NA,NA,NA
Kalimantan Utara,freshwater pond,2010,NA,NA,NA
Kalimantan Utara,freshwater pond,2011,NA,NA,NA
Kalimantan Utara,freshwater pond,2012,NA,NA,NA
Kalimantan Utara,freshwater pond,2013,NA,NA,NA
Kalimantan Utara,freshwater pond,2014,NA,NA,NA
Kalimantan Utara,freshwater pond,2015,206,559,2.7135922330097086
Kalimantan Utara,marine culture,2e3,NA,NA,NA
Kalimantan Utara,marine culture,2001,NA,NA,NA
Kalimantan Utara,marine culture,2002,NA,NA,NA
Kalimantan Utara,marine culture,2003,NA,NA,NA
Kalimantan Utara,marine culture,2004,NA,NA,NA
Kalimantan Utara,marine culture,2005,NA,NA,NA
Kalimantan Utara,marine culture,2006,NA,NA,NA
Kalimantan Utara,marine culture,2007,NA,NA,NA
Kalimantan Utara,marine culture,2008,NA,NA,NA
Kalimantan Utara,marine culture,2009,NA,NA,NA
Kalimantan Utara,marine culture,2010,NA,NA,NA
Kalimantan Utara,marine culture,2011,NA,NA,NA
Kalimantan Utara,marine culture,2012,NA,NA,NA
Kalimantan Utara,marine culture,2013,NA,NA,NA
Kalimantan Utara,marine culture,2014,NA,NA,NA
Kalimantan Utara,marine culture,2015,2145,311038,145.0060606060606
Kalimantan Utara,nets step,2e3,NA,NA,NA
Kalimantan Utara,nets step,2001,NA,NA,NA
Kalimantan Utara,nets step,2002,NA,NA,NA
Kalimantan Utara,nets step,2003,NA,NA,NA
Kalimantan Utara,nets step,2004,NA,NA,NA
Kalimantan Utara,nets step,2005,NA,NA,NA
Kalimantan Utara,nets step,2006,NA,NA,NA
Kalimantan Utara,nets step,2007,NA,NA,NA
Kalimantan Utara,nets step,2008,NA,NA,NA
Kalimantan Utara,nets step,2009,NA,NA,NA
Kalimantan Utara,nets step,2010,NA,NA,NA
Kalimantan Utara,nets step,2011,NA,NA,NA
Kalimantan Utara,nets step,2012,NA,NA,NA
Kalimantan Utara,nets step,2013,NA,NA,NA
Kalimantan Utara,nets step,2014,NA,NA,NA
Kalimantan Utara,nets step,2015,NA,NA,NA
Kalimantan Utara,paddy field,2e3,NA,NA,NA
Kalimantan Utara,paddy field,2001,NA,NA,NA
